Nom,Cores,Potència,Caché
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A6-8350B APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A6-7350B APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A6-8530B APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A6-8500B APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6 PRO-7050B with Radeon™ R4 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A4-8350B APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4 PRO-7350B with Radeon™ R5 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4 PRO-7300B with Radeon™ HD 8470D"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A4-5350B APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A4-4350B APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Gold 7220U"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Gold 7220C"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""2 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Silver 7120U"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: ""2 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Silver 7120C"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: ""2 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Silver PRO 3125GE"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Gold 3150U"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Gold 3150C"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Silver 3050U"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Silver 3050GE (OEM Only)"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™  Silver 3050C"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 3000G"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ PRO 300GE"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 320GE"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 300U"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 300GE"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ PRO 200GE"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 240GE"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 220GE"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 200GE"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD 3020e"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.6 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD 3015e"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.3 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD 3015Ce"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.3 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""7th Gen A9-9425 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A9-9420 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A9-9410 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A6-9550 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A6-9500E APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A6-9500 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-7470K with Radeon™ R5 Series"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-7400K with Radeon™ R5 Series"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-6420K with Radeon™ HD 8470D"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-6400K with Radeon™ HD 8470D"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A6-9225 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A6-9220C APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.7 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A6-9220 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A6-9210 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-7000 with Radeon™ R4 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-5350M with Radeon™ HD 8450G"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-8500P with Radeon™ R5 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-6420B with Radeon™ HD 8470D"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-6400B with Radeon™ HD 8470D"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4-7300 with Radeon™ HD 8470D"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4-6320 with Radeon™ HD 8370D"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4-6300 with Radeon™ HD 8370D"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A4-9125 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.6 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A4-9120C APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A4-9120 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""Sempron™ 2650 APU with Radeon™ R3 Series"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen E2-9010 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E2-3000 with Radeon™ HD 8280"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E1-7010 with Radeon™ R2 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 1.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E1 Micro-6200T with Radeon™ R2 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E1-6010 with Radeon™ R2 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E1-2500 with Radeon™ HD 8240"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E1-2200 with Radeon™ HD 8210"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E1-2100 with Radeon™ HD 8210"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 255e"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 570"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""6 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 555"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 565"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""6 MB"""
,,,"},"
,,,{
,,,"Name: ""N660"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""P650"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""N640"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""B60"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""B59"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""B57"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 1045T"","
,,,"# of CPU Cores: """","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: ""6 MB"""
,,,"},"
,,,{
,,,"Name: ""B95"","
,,,"# of CPU Cores: """","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,}
,,,]
